XZN,"Avignon TGV railway station, Avignon, France","Gare d'Avignon TGV, Avignon, France",Avignon TGV railway station,Gare d'Avignon TGV,Avignon,Avignon,Provence-Alpes-côte d'azur,France,http://fr.wikipedia.org/wiki/Gare_d%27Avignon_TGV,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_d'Avignon_TGV&params=43_55_18_N_4_47_9_E_region:FR-U_type:railwaystation,43.921742,4.786064
XZO,"Oslo Central Station, Oslo, Norway","Gare Oslo Central, Oslo, Norvège",Oslo Central Station,Gare Oslo CentralOslo,Oslo,Oslo,,Norway,http://en.wikipedia.org/wiki/Oslo_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Oslo_Central_Station&params=59_54_40_N_10_45_3_E_type:railwaystation_region:NO,59.911111,10.750833
XZT,"Trondheim Central Station, Trondheim, Norway","Gare Trondheim Central, Trondheim, Norvège",Trondheim Central Station,Gare Trondheim Central,Trondheim,Trondheim,,Norway,http://en.wikipedia.org/wiki/Trondheim_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Trondheim_Central_Station&params=63_26_11_N_10_23_56_E_type:railwaystation_region:NO,63.436389,10.398889
XZV,"Toulon Railway station, Toulon, France","Gare de Toulon, Toulon, France",Toulon Railway station,Gare ferroviaire de Toulon,Toulon,Toulon,Provence-Alpes-Côte d'azur,France,http://fr.wikipedia.org/wiki/Gare_de_Toulon,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_ferroviaire_de_Toulon&params=43_7_42_N_5_55_46_E_region:FR-U_type:railwaystation,43.12854,5.929631
YBZ,"Toronto Union Station, Ontario, Canada (about 3 km from Billy Bishop Toronto City Airport (YTZ, ICAO: CYTZ) by ferry)","Gare férrovière Toronto-Union, Toronto, Ontario, Canada",Toronto Union Station,Gare Toronto-Union,Toronto,Toronto,Ontario,Canada,http://en.wikipedia.org/wiki/Union_Station_%28Toronto%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Union_Station_%28Toronto%29&params=43_38_43_N_79_22_50_W_region:CA-ON_type:railwaystation,43.645278,-79.380556
YCM,"St. Catharines railway station, St. Catharines, Ontario, Canada","Gare férrovière de St. Catharines, St. Catharines, Ontario, Canada",St. Catharines railway station,Gare férrovière de St. Catharines,St. Catharines,St. Catharines,Ontario,Canada,http://en.wikipedia.org/wiki/St._Catharines_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=St._Catharines_railway_station&params=43_08_52_N_79_15_23_W_type:railwaystation_region:CA-ON,43.147778,-79.256389
YIU,"Yiwu Railway Station, Yiwu, Zhejiang, China (part of the Hukun Railway)","Gare de Yiwu, Yiwu, Zhejiang, Chine",Yiwu Railway Station,Gare de Yiwu,Yiwu,Yiwu,Zhejiang,China,http://en.wikipedia.org/wiki/Yiwu_Railway_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Yiwu_Railway_Station&params=29_22_51_N_120_2_16_E_region:CN-32_type:railwaystation,29.380833,120.037778
YJD,"Barcelona França railway station, Barcelona, Spain","Gare de Barcelone-França (gare de France), Barcelona, Espagne",Barcelona França railway station,Gare de Barcelone-França,Barcelona,Barcelone,,Spain,http://en.wikipedia.org/wiki/Barcelona_Fran%C3%A7a_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Barcelona_Fran%C3%A7a_railway_station&params=41.384_N_2.186_E_source:cawiki,41.384,2.186
YJH,"San Sebastián donostia railway station, San Sebastián, Spain","Gare de San Sebastián donostia, San Sebastián, Spain",San Sebastián donostia Railway station,Gare de San Sebastián-donostia,San Sebastián,San Sebastián,,Spain,,https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Sebastián_donostia_railway_station&params=43_19_2_N_1_58_35_W_type:railwaystation_region:ES,43.3172343,-1.9765759
YMY,"Montreal Central Station, Montreal, Quebec, Canada (no longer an airport)","Gare Montreal-Central, Montreal, Quebec, Canada",Montreal Central Station,Gare Montreal-Central,Montreal,Montreal,Quebec,Canada,http://en.wikipedia.org/wiki/Central_Station_%28Montreal%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Central_Station_%28Montreal%29&params=45.4996_N_-73.5668_E_type:railwaystation_region:CA-QC,45.4996,-73.5668
ZAQ,"Nürnberg Hauptbahnhof, Nuremberg, Germany","Gare de Nuremberg Central, Nuremberg, Allemagne",Nuremberg Central Station,Gare de Nuremberg Central,Nuremberg,Nuremberg,,Germany,http://en.wikipedia.org/wiki/Nuremberg_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Nuremberg_Central_Station&params=49_26_47_N_11_4_55_E_region:DE-BY_type:railwaystation,49.446389,11.081944
ZBA,"Basel Badischer Bahnhof, Basel, Switzerland","Gare badoise de Bâle, Bâle, Suisse",Basel Badischer railway station,Gare de Basel Badischer,Basel,Bâle,,Switzerland,http://en.wikipedia.org/wiki/Basel_Badischer_Bahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Basel_Badischer_Bahnhof&params=47_34_5_N_7_36_23_E_region:CH-BS_type:railwaystation,"47,568056","7,606389"
ZBP,"Pennsylvania Station, Baltimore, Maryland, United States","Gare de Pennsylvanie, Baltimore, Maryland, Etats Unis",Pennsylvania Station,Gare de Pennsylvanie,Baltimore,Baltimore,Maryland,United States,http://en.wikipedia.org/wiki/Pennsylvania_Station_%28Baltimore%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Pennsylvania_Station_%28Baltimore%29&params=39_18_26.64_N_76_36_56.16_W_region:US-MD_type:landmark,39.3074,-76.6156
ZDH,"Basel SBB railway station, Basel, Switzerland","Gare de Bâle SBB, Basel, Switzerland",Basel SBB railway station,Gare de Bâle SBB,Basel,Bâle,,Switzerland,http://en.wikipedia.org/wiki/Basel_SBB_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Basel_SBB_railway_station&params=47_32_51_N_7_35_23_E_region:CH-BS_type:railwaystation_source:dewiki,"47,5475","7,589722"
ZDJ,"Bern railway station, Bern, Switzerland","Gare de Bern, Bern, Suisse",Bern railway station,Gare de Bern,Bern,Bern,,Switzerland,http://en.wikipedia.org/wiki/Bern_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Bern_railway_station&params=46_56_59_N_7_26_22_E_region:CH-BE_type:railwaystation_source:dewiki,"46,949722","7,439444"
ZDU,"Dundee railway station, Dundee, Scotland, United Kingdom","Gare de Dundee, Dundee, Ecosse, Royaume Uni",Dundee railway station,Gare de Dundee,Dundee,Dundee,Scotland,United Kingdom,http://en.wikipedia.org/wiki/Dundee_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Dundee_railway_station&params=56.4566_N_-2.9710_E_type:railwaystation_region:GB_scale:10000,"56,4566","-2,971"
ZEP,"Victoria station, London, United Kingdom","Gare de Victoria, Londres, Angleterre",Victoria station,Gare de Victoria,London,Londres,England,United Kingdom,http://en.wikipedia.org/wiki/London_Victoria_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=London_Victoria_station&params=51.4966_N_-0.1448_E_type:railwaystation_region:GB,"51,4966","-0,1448"
ZEU,"Göttingen railway station, Göttingen, Germany","Gare de Göttingen, Göttingen, Allemagne",Göttingen railway station,Gare de Göttingen,Göttingen,Göttingen,,Germany,http://en.wikipedia.org/wiki/G%C3%B6ttingen_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=G%C3%B6ttingen_station&params=51_32_12_N_9_55_37_E_region:DE-NI_type:railwaystation,"51,536667","9,926944"
ZFJ,"Rennes Railway station, Rennes, France","Gare de Rennes, Rennes, France",Rennes Railway station,Gare de Rennes,Rennes,Rennes,Bretagne,France,http://fr.wikipedia.org/wiki/Gare_de_Rennes,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Rennes&params=48_06_12_N_1_40_21_W_region:FR-F_type:railwaystation,"48,103333","-1,6725"
ZFQ,"Bordeaux Saint-Jean raiway station, Bordeaux, France","Gare de Bordeaux Saint-Jean, Bordeaux, France",Bordeaux Saint-Jean raiway station,Gare de Bordeaux Saint-Jean,Bordeaux,Bordeaux,Aquitaine,France,http://fr.wikipedia.org/wiki/Gare_de_Bordeaux-Saint-Jean,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Bordeaux-Saint-Jean&params=44.8256_N_-0.5556_E_type:railwaystation_region:FR-A,"44,8256","-0,5556"
ZFV,"30th Street Station, Philadelphia, Pennsylvania, United States","Gare de Philadelphie 30 ième rue, Philadelphie, Pennsylvanie, Etats Unis",Philadelphia 30th Street Station,Gare de Philadelphie 30 ième rue,Philadelphia,Philadelphie,Pennsylvania,United States,http://en.wikipedia.org/wiki/30th_Street_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=30th_Street_Station&params=39_57_20.96_N_75_10_56.64_W_region:US-PA_type:railwaystation,"39,955822","-75,1824"
ZGG,"Glasgow Central station, Glasgow, Scotland, United Kingdom","Gare centrale de Glasgow, Glasgow",Glasgow Central station,Gare centrale de Glasgow,Glasgow,Glasgow,Scotland,United Kingdom,http://en.wikipedia.org/wiki/Glasgow_Central_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Glasgow_Central_station&params=55.858_N_-4.258_E_type:railwaystation_region:GB_scale:10000,"55,858","-4,258"
ZGH,"Copenhagen Central Station, Copenhagen, Denmark","Gare centrale de Copenhague, Copenhague, Danemark",Copenhagen Central Station,Gare centrale de Copenhague,Copenhagen,Copenhague,,Denmark,http://en.wikipedia.org/wiki/Copenhagen_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Copenhagen_Central_Station&params=55_40_22_N_12_33_52_E_type:railwaystation_region:DK,"55,672778","12,564444"
ZIV,"Inverness railway station, Inverness, Scotland, United Kingdom","Gare d'Inverness, Inverness, Ecosse, Royaume Uni",Inverness railway station,Gare d'Inverness,Inverness,Inverness,Scotland,United Kingdom,http://en.wikipedia.org/wiki/Inverness_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Inverness_railway_station&params=57.4800_N_-4.2230_E_type:railwaystation_region:GB_scale:10000,"57,48","-4,223"
ZKD,"Leningradsky Rail Terminal, Moscow, Russia","Gare terminale Leningrade, Moscow, Russie",Leningradsky Rail Terminal,Gare terminale Leningrade,Moscow,Moscow,,Russia,http://en.wikipedia.org/wiki/Leningradsky_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Leningradsky_railway_station&params=55_46_34_N_37_39_19_E_region:RU_type:railwaystation,"55,776111","37,655278"
ZLN,"Le Mans railway station, Le Mans, France","Gare de Le Mans, Le Mans, France",Le Mans railway station,Gare de Le Mans,Le Mans,Le Mans,Pays de loire,France,http://en.wikipedia.org/wiki/Gare_du_Mans,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_du_Mans&params=47_59_39_N_0_11_31_E_type:railwaystation_region:FR-R,"47,994167","0,191944"
ZLS,"Liverpool Street Station, London, England, United Kingdom","Station Liverpool street, Londres, Angleterre, Royaume Uni",Liverpool Street Station,Station Liverpool street,London,Londres,England,United Kingdom,http://en.wikipedia.org/wiki/Liverpool_Street_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Liverpool_Street_station&params=51.5186_N_-0.0813_E_type:railwaystation_region:GB,"51,5186","-0,0813"
ZLY,"Albany–Rensselaer (Amtrak station), Rensselaer, New York, United States","Gare d'Albany–Rensselaer (Amtrak station), Rensselaer, New York, United States",Albany–Rensselaer (Amtrak station),Gare d'Albany–Rensselaer,Rensselaer,Rensselaer,New York,United States,"http://en.wikipedia.org/wiki/Rensselaer,_New_York",http://tools.wmflabs.org/geohack/geohack.php?pagename=Rensselaer%2C_New_York&params=42_38_48_N_73_44_01_W_type:city_region:US-NY,"42,646667","-73,733611"
ZMB,"Hamburg Hauptbahnhof, Hamburg, Germany","HGare centrale de Hambourg, Hambourg, Allemagne",Hamburg Hauptbahnhof,Gare centrale de Hambourg,Hamburg,Hambourg,,Germany,http://en.wikipedia.org/wiki/Hamburg_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Hamburg_Hauptbahnhof&params=53_33_10_N_10_00_23_E_region:DE-HH_type:railwaystation,"53,552778","10,006389"
ZMI,"Mergellina railway station, Naples, Italy","Gare de Mergellina, Naples, Italie",Mergellina railway station,Gare de Mergellina,Naples,Naples,,Italy,http://en.wikipedia.org/wiki/Napoli_Mergellina_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Napoli_Mergellina_railway_station&params=40_49_53_N_14_13_09_E_type:railwaystation_region:IT-NA_source:itwiki,"40,831389","14,219167"
ZMS,"Florence Santa Maria Novella railway Station, Florence, Italy","Gare de Santa Maria Novella, Florence, Italie",Firenze Santa Maria Novella railway station,Gare de Santa Maria Novella,Florence,Florence,,Italy,http://en.wikipedia.org/wiki/Firenze_Santa_Maria_Novella_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Firenze_Santa_Maria_Novella_railway_station&params=43_46_34_N_11_14_53_E_type:railwaystation_region:IT-FI_source:googlemaps,"43,776111","11,248056"
ZMU,"München Hauptbahnhof, Munich, Germany","Gare centrale de Munich, Munich, Allemagne",Munich main railway Station,Gare centrale de Munich,Munich,Munich,,Germany,http://en.wikipedia.org/wiki/M%C3%BCnchen_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=M%C3%BCnchen_Hauptbahnhof&params=48_08_27_N_11_33_18_E_region:DE-BY_type:railwaystation,"48,140833","11,555"
ZPY,"Siegburg/Bonn railway station, Siegburg, Germany","Gare de Siegburg/Bonn, Siegburg, Allemagne",Siegburg/Bonn railway station,Gare de Siegburg/Bonn,Siegburg,Siegburg,,Germany,http://en.wikipedia.org/wiki/Siegburg/Bonn_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Siegburg%2FBonn_station&params=50.7937_N_7.2028_E_region:DE-NW_type:railwaystation,"50,7937","7,2028"
ZRB,"Frankfurt (Main) Hauptbahnhof, Frankfurt, Germany","Gare centrale de Frankfort, Frankfort, Allemagne",Frankfurt (Main) Hauptbahnhof,Gare centrale de Frankfort,Frankfurt,Frankfort,,Germany,http://en.wikipedia.org/wiki/Frankfurt_%28Main%29_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Frankfurt_%28Main%29_Hauptbahnhof&params=50_06_25_N_8_39_45_E_region:DE-HE_type:railwaystation,"50,106944","8,6625"
ZRH,"Zürich International Airport railway station, Zürich, Switzerland (same code as the airport)","Gare ferrovaire de l'aéroport de Zürich, Zürich, Suisse (même code que l'aéroport)",Zürich International Airport railway station,Gare ferrovaire de l'aéroport de Zürich,Zürich,Zürich,,Switzerland,http://en.wikipedia.org/wiki/Zurich_Airport_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Zurich_Airport_railway_station&params=47_27_01_N_08_33_44_E_region:CH-ZH_type:railwaystation_source:google,"47,450278","8,562222",A
ZRL,"Lancaster railway station (Amtrak station), Lancaster, Pennsylvania, United States","Gare de Lancaster (Amtrak station), Lancaster, Pennsylvanie, Etats Unis",Lancaster railway station,Gare de Lancaster,Lancaster,Lancaster,Pennsylvania,United States,http://en.wikipedia.org/wiki/Lancaster_%28Amtrak_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Lancaster_%28Amtrak_station%29&params=40_3_15.71_N_76_18_27.80_W_type:railwaystation_region:US-PA,"40,054364","-76,307722"
ZRP,"Pennsylvania Station, Newark, New Jersey, United States","Gare de Pennsylvanie, Newark, New Jersey, Etats Unis",Newark-Pennsylvania Station,Gare de Newark-Pennsylvanie,Newark,Newark,New Jersey,United States,http://en.wikipedia.org/wiki/Pennsylvania_Station_%28Newark%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Pennsylvania_Station_%28Newark%29&params=40_44_5_N_74_9_51_W_region:US-NJ_type:railwaystation,"40,734722","-74,164167"
ZRT,"Hartford Union Station, Hartford, Connecticut, United States","Gare d'Hartford-union, Hartford, Connecticut, Etats Unis",Hartford Union Station,Gare d'Hartford-union,Hartford,Hartford,Connecticut,United States,http://en.wikipedia.org/wiki/Hartford_Union_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Hartford_Union_Station&params=41_46_08_N_72_40_54_W_region:US-CT_type:landmark,"41,768889","-72,681667"
ZRV,"Providence Station, Providence, Rhode Island, United States","Gare de Providence, Providence, Rhode Island, Etats Unis",Providence Station,Gare de Providence,Providence,Providence,Rhode Island,United States,http://en.wikipedia.org/wiki/Providence_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Providence_Station&params=41.829087_N_-71.41325_E_type:railwaystation_region:US-RI,"41,829087","-71,41325"
ZRZ,"New Carrollton Railsway station (WMATA station), New Carrollton, Maryland, United States","Gare de new Carrollton (WMATA), New Carrollton, Maryland, Etats Unis",New Carrollton railway station,Gare de new Carrollton,New Carrollton,New Carrollton,Maryland,United States,http://en.wikipedia.org/wiki/New_Carrollton_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=New_Carrollton_Station&params=38.9480_N_-76.8719_E_type:railwaystation_region:US-MD,"38,948","-76,8719"
ZSB,"Salzburg Hauptbahnhof ÖBB station, Salzburg, Austria","Gare centrale de Salzburg (ÖBB), Salzburg, Autriche",Salzburg main station,Gare centrale de Salzburg,Salzburg,Salzburg,,Austria,http://en.wikipedia.org/wiki/Nuremberg_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Nuremberg_Central_Station&params=49_26_47_N_11_4_55_E_region:DE-BY_type:railwaystation,"49,446389","11,081944"
ZSF,"Springfield Union Station, Springfield, Massachusetts, United States","Gare Springfield-Union, Springfield, Massachusett, Etats Unis",Springfield Union Station,Gare Springfield-Union,Springfield,Springfield,Massachusetts,United States,http://en.wikipedia.org/wiki/Springfield_Union_Station_%28Massachusetts%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Springfield_Union_Station_%28Massachusetts%29&params=42.106047_N_-72.592936_E_region:US-MA_type:railwaystation,"42,106047","-72,592936"
ZTD,"Schenectady (Amtrak station), Schenectady, New York, United States","Gare de Schenectady (Gare Amtrak), Schenectady, New York, Etats Unis",Schenectady Railway station,Gare de Schenectady,Schenectady,Schenectady,New York,United States,http://en.wikipedia.org/wiki/Schenectady_%28Amtrak_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Schenectady_%28Amtrak_station%29&params=42.8146_N_-73.9428_E_type:railwaystation_region:US-NY,"42,8146","-73,9428"
ZTE,"Rochester (Amtrak station), Rochester, New York, United States","Gare de Rochester (Gare Amtrak), Rochester, New York, Etats Unis",Rochester Railway station (Amtrak station),Gare de Rochester (Gare Amtrak),Rochester,Rochester,New York,United States,http://en.wikipedia.org/wiki/Rochester_%28Amtrak_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Rochester_%28Amtrak_station%29&params=43.1635_N_77.6082_W_type:railwaystation_region:US-NY_scale:10000,"43,1635","-77,6082"
ZTF,"Stamford (Metro-North station), Stamford, Connecticut, United States","Gare de Stamford (gare Metro-North), Stamford, Connecticut, Etats Unis",Stamford (Metro-North station),Gare de Stamford-Connecticut,Stamford,Stamford,Connecticut,United States,http://en.wikipedia.org/wiki/Stamford_Transportation_Center,http://tools.wmflabs.org/geohack/geohack.php?pagename=Stamford_Transportation_Center&params=41.046937_N_-73.541493_E_type:railwaystation_region:US-CT,"41,046937","-73,541493"
ZTJ,"Princeton Junction (NJT station), Princeton Junction, New Jersey, United States","Gare de Princeton Junction (Gare NJT), Princeton Junction, New Jersey, Etats Unis",Princeton Junction (NJT station),Gare de Princeton Junction (Gare NJT),Princeton Junction,Princeton Junction,New Jersey,United States,http://en.wikipedia.org/wiki/Princeton_Junction_%28NJT_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Princeton_Junction_%28NJT_station%29&params=40.3167_N_-74.6233_E_region:US-NJ_type:railwaystation,"40,3167","-74,6233"
ZTO,"South Station, Boston, Massachusetts, United States","Gare sud, Boston, Massachusetts, Etats Unis",South Station,Gare sud-Boston,Boston,Boston,Massachusetts,United States,http://en.wikipedia.org/wiki/South_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=South_Station&params=42_21_07_N_71_03_19_W_region:US-MA_type:landmark,"42,351944","-71,055278"
ZTY,"Back Bay (MBTA station), Boston, Massachusetts, United States","Gare de Back Bay (Gare MBTA), Boston, Massachusetts, Etats Unis",Back Bay (MBTA station),Gare de Back Bay,Boston,Boston,Massachusetts,United States,http://en.wikipedia.org/wiki/Back_Bay_%28MBTA_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Back_Bay_%28MBTA_station%29&params=42.3473_N_-71.0755_E_type:railwaystation_region:US-MA,"42,3473","-71,0755"
ZUA,"Utica Union Station, Utica, New York, United States","Gare Utica-Union, Utica, New York, Etats Unis",Utica Union Station,Gare Utica-Union,Utica,Utica,New York,United States,"http://en.wikipedia.org/wiki/Union_Station_%28Utica,_New_York%29",http://tools.wmflabs.org/geohack/geohack.php?pagename=Union_Station_%28Utica%2C_New_York%29&params=43_6_15_N_75_13_24_W_type:railwaystation_region:US-NY,"43,104167","-75,223333"
ZUG,"Harrisburg Transportation Center, Harrisburg, Pennsylvania, United States","Harrisburg Transportation Center, Harrisburg, Pennsylvanie, Etats Unis",Harrisburg Transportation Center,Harrisburg Transportation Center,Harrisburg,Harrisburg,Pennsylvania,United States,http://en.wikipedia.org/wiki/Harrisburg_Transportation_Center,http://tools.wmflabs.org/geohack/geohack.php?pagename=Harrisburg_Transportation_Center&params=40_15_43_N_76_52_40_W_region:US-PA_type:landmark,"40,261944","-76,877778"
ZVE,"Union Station, New Haven, Connecticut, United States","Gare de New Haven-Union, New Haven, Connecticut, Etats Unis",New Haven-Union Station,Gare de New Haven-Union,New Haven,New Haven,Connecticut,United States,http://en.wikipedia.org/wiki/Union_Station_%28New_Haven%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Union_Station_%28New_Haven%29&params=41_17_51_N_72_55_37_W_region:US-CT_type:railwaystation,"41,2975","-72,926944"
ZVM,"Hannover Messe Bahnhof, Hannover, Germany","Gare Hannover-Messe, Hannover, Allemagne",Hannover-Messe Railway staion,Gare Hannover-Messe,Hannover,Hannover,,Germany,http://en.wikipedia.org/wiki/Hannover_Messe/Laatzen_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Hannover_Messe%2FLaatzen_station&params=52_19_02_N_9_47_33_E_region:DE-NI_type:railwaystation,"52,317222","9,7925"
ZVR,"Hannover Hauptbahnhof, Hannover, Germany","Gare centrale d'Hannover, Hannover, Allemagne",Hannover-Central Railway station,Gare centrale d'Hannover,Hannover,Hannover,,Germany,http://en.wikipedia.org/wiki/Hannover_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Hannover_Hauptbahnhof&params=52_22_38_N_9_44_30_E_region:DE-NI_type:railwaystation,"52,377222","9,741667"
ZWC,"Stavanger station, Stavanger, Norway","Gare de Stavanger, Stavanger, Norvège",Stavanger station,Gare de Stavanger,Stavanger,Stavanger,,Norway,http://en.wikipedia.org/wiki/Stavanger_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Stavanger_Station&params=58.9669_N_5.7320_E_type:railwaystation_region:NO,"58,9669","5,732"
ZWE,"Antwerpen-Centraal railway station, Antwerp, Belgium","Gare centrale d'Antwerp, Antwerp, Belgique",Antwerpen-Centraal railway station,Gare centrale d'Antwerp,Antwerp,Antwerp,,Belgium,http://en.wikipedia.org/wiki/Antwerpen-Centraal_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Antwerpen-Centraal_railway_station&params=51_13_02_N_4_25_16_E_region:BE_type:railwaystation_source:dewiki,"51,217222","4,421111"
ZWI,"Wilmington Station, Wilmington, Delaware, United States","Gare de Wilmington, Wilmington, Delaware, Etats Unis",Wilmington Station,Gare de Wilmington,Wilmington,Wilmington,Delaware,United States,http://en.wikipedia.org/wiki/Wilmington_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Wilmington_Station&params=39_44_12_N_75_33_6_W_region:US-DE_type:railwaystation,"39,736667","-75,551667"
ZWS,"Stuttgart Hauptbahnhof, Stuttgart, Germany","Gare centrale de Stuttgart, Stuttgart, Allemage",Stuttgart-Central Railway station,Gare centrale de Stuttgart,Stuttgart,Stuttgart,,Germany,http://en.wikipedia.org/wiki/Stuttgart_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Stuttgart_Hauptbahnhof&params=48_47_02_N_9_10_54_E_region:DE-BW_type:railwaystation,"48,783889","9,181667"
ZWU,"Union Station, Washington D.C., United States","Gare de Washington-Union, Washington D.C. ,Etats Unis",Union Station,Gare de Washington-Union,Washington D.C.,Washington D.C.,District of Columbia,United States,"http://en.wikipedia.org/wiki/Union_Station_%28Washington,_D.C.%29",http://tools.wmflabs.org/geohack/geohack.php?pagename=Union_Station_%28Washington%2C_D.C.%29&params=38.89731_N_-77.00626_E_type:railwaystation_region:US-DC,"38,89731","-77,00626"
ZXA,"Aberdeen railway station, Aberdeen, Scotland, United Kingdom","Gare d'Aberdeen, Aberdeen, Ecosse, Royaume Uni",Aberdeen railway station,Gare d'Aberdeen,Aberdeen,Aberdeen,Scotland,United Kingdom,http://en.wikipedia.org/wiki/Aberdeen_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Aberdeen_railway_station&params=57.1436_N_-2.0985_E_type:railwaystation_region:GB_scale:10000,"57,1436","-2,0985"
ZXE,"Edinburgh Waverley railway station, Edinburgh, Scotland, United Kingdom","Gare ferrovaire d'Edinburgh-Waverley, Edinburgh, Ecosse, Royaume uni",Edinburgh Waverley railway station,Gare d'Edinburgh-Waverley,Edinburgh,Edinburgh,Scotland,United Kingdom,http://en.wikipedia.org/wiki/Edinburgh_Waverley_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Edinburgh_Waverley_railway_station&params=55.952089_N_-3.189262_E_type:railwaystation_region:GB_scale:10000,"55,952089","-3,189262"
ZXS,"Buffalo-Exchange Street Station, Buffalo, New York, United States","Gare de Buffalo-Exchange Street, Buffalo, New York, Etats Unis",Buffalo-Exchange Street Station,Gare de Buffalo-Exchange Street,Buffalo,Buffalo,New York, United States,http://en.wikipedia.org/wiki/Buffalo_%E2%80%93_Exchange_Street_%28Amtrak_station%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Buffalo_%E2%80%93_Exchange_Street_%28Amtrak_station%29&params=42.8783_N_-78.8738_E_type:railwaystation_region:US-NY,"42,8783","-78,8738"
ZYA,"Amsterdam Centraal railway station, Amsterdam, The Netherlands","Gare Amsterdam-central, Amsterdam, Pays bas",Amsterdam Centraal railway station,Gare Amsterdam-central,Amsterdam,Amsterdam,,The Netherlands,http://en.wikipedia.org/wiki/Amsterdam_Centraal_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Amsterdam_Centraal_railway_station&params=52_22_42_N_4_54_0_E_type:railwaystation_region:NL,"52,378333","4,9"
ZYN,"Nîmes railway station, Nîmes, Languedoc-Roussillon, France","Gare de Nîmes, Nîmes, Languedoc-Roussillon, France",Nîmes railway station,Gare de Nîmes,Nîmes,Nîmes,Languedoc-Roussillon,France,http://en.wikipedia.org/wiki/Gare_de_N%C3%AEmes,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_N%C3%AEmes&params=43_49_57_N_4_21_59_E_type:railwaystation_region:FR-K,"43,8325","4,366389"
ZYP,"Pennsylvania Station, New York City, New York, United States","Gare Pennsylvania, New York City, New York, Etats Unis",Pennsylvania Station,Gare Pennsylvania,New York City,New York City,New York,United States,http://en.wikipedia.org/wiki/Pennsylvania_Station_%28New_York_City%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Pennsylvania_Station_%28New_York_City%29&params=40.750638_N_73.993899_W_type:railwaystation_region:US-NY_scale:10000,"40,750638","-73,993899"
